F1,F2,F3,F4,F5,L
10.43,11.59,11.78,12.28,13.81,0
11.59,11.78,12.28,13.81,15.38,0
11.78,12.28,13.81,15.38,15.51,0
12.28,13.81,15.38,15.51,17.33,0
13.81,15.38,15.51,17.33,16.07,0
15.38,15.51,17.33,16.07,15.25,0
15.51,17.33,16.07,15.25,14.90,0
17.33,16.07,15.25,14.90,13.97,0
16.07,15.25,14.90,13.97,13.85,0
15.25,14.90,13.97,13.85,13.13,0
14.90,13.97,13.85,13.13,12.49,0
13.97,13.85,13.13,12.49,11.50,0
13.85,13.13,12.49,11.50,10.56,0
13.13,12.49,11.50,10.56,9.76,0
12.49,11.50,10.56,9.76,11.48,0
11.50,10.56,9.76,11.48,12.76,0
10.56,9.76,11.48,12.76,14.03,0
9.76,11.48,12.76,14.03,14.74,0
11.48,12.76,14.03,14.74,14.85,0
12.76,14.03,14.74,14.85,16.61,0
14.03,14.74,14.85,16.61,18.34,0
14.74,14.85,16.61,18.34,16.96,0
14.85,16.61,18.34,16.96,16.81,0
16.61,18.34,16.96,16.81,15.60,0
18.34,16.96,16.81,15.60,15.03,0
16.96,16.81,15.60,15.03,13.36,0
16.81,15.60,15.03,13.36,13.01,0
15.60,15.03,13.36,13.01,11.63,0
15.03,13.36,13.01,11.63,10.80,0
13.36,13.01,11.63,10.80,9.32,0
13.01,11.63,10.80,9.32,9.57,0
11.63,10.80,9.32,9.57,10.35,0
10.80,9.32,9.57,10.35,12.18,0
9.32,9.57,10.35,12.18,13.33,0
9.57,10.35,12.18,13.33,13.69,0
10.35,12.18,13.33,13.69,13.89,0
12.18,13.33,13.69,13.89,15.61,0
13.33,13.69,13.89,15.61,15.88,0
13.69,13.89,15.61,15.88,16.20,0
13.89,15.61,15.88,16.20,17.02,0
15.61,15.88,16.20,17.02,16.32,0
15.88,16.20,17.02,16.32,14.67,0
16.20,17.02,16.32,14.67,12.98,0
17.02,16.32,14.67,12.98,11.75,0
16.32,14.67,12.98,11.75,11.49,0
14.67,12.98,11.75,11.49,9.56,0
12.98,11.75,11.49,9.56,10.49,0
11.75,11.49,9.56,10.49,11.99,0
11.49,9.56,10.49,11.99,13.74,0
9.56,10.49,11.99,13.74,14.43,0
10.49,11.99,13.74,14.43,14.47,0
11.99,13.74,14.43,14.47,15.13,0
13.74,14.43,14.47,15.13,16.63,0
14.43,14.47,15.13,16.63,18.16,0
14.47,15.13,16.63,18.16,17.41,0
15.13,16.63,18.16,17.41,15.91,0
16.63,18.16,17.41,15.91,15.80,0
18.16,17.41,15.91,15.80,15.21,0
17.41,15.91,15.80,15.21,14.00,0
15.91,15.80,15.21,14.00,13.10,0
15.80,15.21,14.00,13.10,12.58,0
15.21,14.00,13.10,12.58,11.40,0
14.00,13.10,12.58,11.40,10.32,0
13.10,12.58,11.40,10.32,10.12,0
12.58,11.40,10.32,10.12,9.51,0
11.40,10.32,10.12,9.51,10.93,0
10.32,10.12,9.51,10.93,11.91,0
10.12,9.51,10.93,11.91,12.94,0
9.51,10.93,11.91,12.94,13.26,0
10.93,11.91,12.94,13.26,14.39,0
11.91,12.94,13.26,14.39,16.11,0
12.94,13.26,14.39,16.11,17.21,0
13.26,14.39,16.11,17.21,16.32,0
14.39,16.11,17.21,16.32,14.72,0
16.11,17.21,16.32,14.72,14.14,0
17.21,16.32,14.72,14.14,13.22,0
16.32,14.72,14.14,13.22,11.34,0
14.72,14.14,13.22,11.34,9.88,0
14.14,13.22,11.34,9.88,11.72,0
13.22,11.34,9.88,11.72,12.76,0
11.34,9.88,11.72,12.76,13.54,0
9.88,11.72,12.76,13.54,13.65,0
11.72,12.76,13.54,13.65,13.66,0
12.76,13.54,13.65,13.66,14.13,0
13.54,13.65,13.66,14.13,14.89,0
13.65,13.66,14.13,14.89,14.96,0
13.66,14.13,14.89,14.96,15.30,0
14.13,14.89,14.96,15.30,16.70,0
14.89,14.96,15.30,16.70,17.17,0
14.96,15.30,16.70,17.17,16.96,0
15.30,16.70,17.17,16.96,16.20,0
16.70,17.17,16.96,16.20,14.58,0
17.17,16.96,16.20,14.58,13.35,0
16.96,16.20,14.58,13.35,11.70,0
16.20,14.58,13.35,11.70,10.32,0
14.58,13.35,11.70,10.32,10.11,0
13.35,11.70,10.32,10.11,9.99,0
11.70,10.32,10.11,9.99,11.41,0
10.32,10.11,9.99,11.41,12.52,0
10.11,9.99,11.41,12.52,14.46,0
9.99,11.41,12.52,14.46,15.60,0
11.41,12.52,14.46,15.60,17.43,0
12.52,14.46,15.60,17.43,16.33,0
14.46,15.60,17.43,16.33,15.94,0
15.60,17.43,16.33,15.94,15.14,0
17.43,16.33,15.94,15.14,14.88,0
16.33,15.94,15.14,14.88,13.64,0
15.94,15.14,14.88,13.64,13.60,0
15.14,14.88,13.64,13.60,12.45,0
14.88,13.64,13.60,12.45,12.38,0
13.64,13.60,12.45,12.38,11.35,0
13.60,12.45,12.38,11.35,10.96,0
12.45,12.38,11.35,10.96,9.67,0
12.38,11.35,10.96,9.67,9.93,0
11.35,10.96,9.67,9.93,11.30,0
10.96,9.67,9.93,11.30,12.90,0
9.67,9.93,11.30,12.90,13.18,0
9.93,11.30,12.90,13.18,13.52,0
11.30,12.90,13.18,13.52,14.80,0
12.90,13.18,13.52,14.80,16.64,0
13.18,13.52,14.80,16.64,18.15,0
13.52,14.80,16.64,18.15,17.75,0
14.80,16.64,18.15,17.75,16.18,0
16.64,18.15,17.75,16.18,15.50,0
18.15,17.75,16.18,15.50,14.04,0
17.75,16.18,15.50,14.04,13.31,0
16.18,15.50,14.04,13.31,12.04,0
15.50,14.04,13.31,12.04,11.36,0
14.04,13.31,12.04,11.36,10.14,0
13.31,12.04,11.36,10.14,9.37,0
12.04,11.36,10.14,9.37,11.18,0
11.36,10.14,9.37,11.18,11.89,0
10.14,9.37,11.18,11.89,12.10,0
9.37,11.18,11.89,12.10,13.70,0
11.18,11.89,12.10,13.70,13.77,0
11.89,12.10,13.70,13.77,13.93,0
12.10,13.70,13.77,13.93,15.45,0
13.70,13.77,13.93,15.45,17.38,0
13.77,13.93,15.45,17.38,17.23,0
13.93,15.45,17.38,17.23,15.56,0
15.45,17.38,17.23,15.56,15.23,0
17.38,17.23,15.56,15.23,13.72,0
17.23,15.56,15.23,13.72,12.55,0
15.56,15.23,13.72,12.55,11.34,0
15.23,13.72,12.55,11.34,9.92,0
13.72,12.55,11.34,9.92,10.14,0
12.55,11.34,9.92,10.14,10.94,0
11.34,9.92,10.14,10.94,12.26,0
9.92,10.14,10.94,12.26,13.88,0
10.14,10.94,12.26,13.88,14.74,0
10.94,12.26,13.88,14.74,15.61,0
12.26,13.88,14.74,15.61,15.71,0
13.88,14.74,15.61,15.71,16.05,0
14.74,15.61,15.71,16.05,17.48,0
15.61,15.71,16.05,17.48,17.43,0
15.71,16.05,17.48,17.43,16.03,0
16.05,17.48,17.43,16.03,14.38,0
17.48,17.43,16.03,14.38,12.84,0
17.43,16.03,14.38,12.84,12.35,0
16.03,14.38,12.84,12.35,12.12,0
14.38,12.84,12.35,12.12,10.26,0
12.84,12.35,12.12,10.26,8.62,0
12.35,12.12,10.26,8.62,9.96,0
12.12,10.26,8.62,9.96,10.60,0
10.26,8.62,9.96,10.60,11.86,0
8.62,9.96,10.60,11.86,11.88,0
9.96,10.60,11.86,11.88,12.09,0
10.60,11.86,11.88,12.09,12.99,0
11.86,11.88,12.09,12.99,14.91,0
11.88,12.09,12.99,14.91,15.66,0
12.09,12.99,14.91,15.66,16.04,0
12.99,14.91,15.66,16.04,16.15,0
14.91,15.66,16.04,16.15,16.53,0
15.66,16.04,16.15,16.53,17.89,0
16.04,16.15,16.53,17.89,17.20,0
16.15,16.53,17.89,17.20,15.24,0
16.53,17.89,17.20,15.24,13.28,0
17.89,17.20,15.24,13.28,13.01,0
17.20,15.24,13.28,13.01,11.55,0
15.24,13.28,13.01,11.55,9.64,0
13.28,13.01,11.55,9.64,9.67,0
13.01,11.55,9.64,9.67,9.72,0
11.55,9.64,9.67,9.72,11.07,0
9.64,9.67,9.72,11.07,11.30,0
9.67,9.72,11.07,11.30,11.91,0
9.72,11.07,11.30,11.91,12.94,0
11.07,11.30,11.91,12.94,14.89,0
11.30,11.91,12.94,14.89,15.23,0
11.91,12.94,14.89,15.23,17.16,0
12.94,14.89,15.23,17.16,40.45,1
14.89,15.23,17.16,40.45,15.56,0
15.23,17.16,40.45,15.56,13.80,0
17.16,40.45,15.56,13.80,13.76,0
40.45,15.56,13.80,13.76,13.53,0
15.56,13.80,13.76,13.53,13.52,0
13.80,13.76,13.53,13.52,11.94,0
13.76,13.53,13.52,11.94,11.09,0
13.53,13.52,11.94,11.09,10.28,0
13.52,11.94,11.09,10.28,9.64,0
11.94,11.09,10.28,9.64,9.77,0
11.09,10.28,9.64,9.77,10.97,0
10.28,9.64,9.77,10.97,11.71,0
9.64,9.77,10.97,11.71,12.64,0
9.77,10.97,11.71,12.64,14.43,0
10.97,11.71,12.64,14.43,15.87,0
11.71,12.64,14.43,15.87,17.72,0
12.64,14.43,15.87,17.72,17.16,0
14.43,15.87,17.72,17.16,16.61,0
15.87,17.72,17.16,16.61,16.27,0
17.72,17.16,16.61,16.27,14.47,0
17.16,16.61,16.27,14.47,12.91,0
16.61,16.27,14.47,12.91,11.32,0
16.27,14.47,12.91,11.32,9.78,0
14.47,12.91,11.32,9.78,11.69,0
12.91,11.32,9.78,11.69,12.20,0
11.32,9.78,11.69,12.20,13.70,0
9.78,11.69,12.20,13.70,14.15,0
11.69,12.20,13.70,14.15,16.13,0
12.20,13.70,14.15,16.13,17.80,0
13.70,14.15,16.13,17.80,16.12,0
14.15,16.13,17.80,16.12,14.39,0
16.13,17.80,16.12,14.39,12.74,0
17.80,16.12,14.39,12.74,11.84,0
16.12,14.39,12.74,11.84,10.50,0
14.39,12.74,11.84,10.50,9.28,0
12.74,11.84,10.50,9.28,11.19,0
11.84,10.50,9.28,11.19,11.88,0
10.50,9.28,11.19,11.88,13.63,0
9.28,11.19,11.88,13.63,15.18,0
11.19,11.88,13.63,15.18,15.62,0
11.88,13.63,15.18,15.62,17.23,0
13.63,15.18,15.62,17.23,15.98,0
15.18,15.62,17.23,15.98,15.34,0
15.62,17.23,15.98,15.34,14.87,0
17.23,15.98,15.34,14.87,14.58,0
15.98,15.34,14.87,14.58,14.44,0
15.34,14.87,14.58,14.44,13.47,0
14.87,14.58,14.44,13.47,11.77,0
14.58,14.44,13.47,11.77,11.31,0
14.44,13.47,11.77,11.31,9.64,0
13.47,11.77,11.31,9.64,9.73,0
11.77,11.31,9.64,9.73,10.83,0
11.31,9.64,9.73,10.83,12.30,0
9.64,9.73,10.83,12.30,13.03,0
9.73,10.83,12.30,13.03,13.65,0
10.83,12.30,13.03,13.65,14.17,0
12.30,13.03,13.65,14.17,15.13,0
13.03,13.65,14.17,15.13,16.51,0
13.65,14.17,15.13,16.51,17.44,0
14.17,15.13,16.51,17.44,17.35,0
15.13,16.51,17.44,17.35,16.09,0
16.51,17.44,17.35,16.09,15.39,0
17.44,17.35,16.09,15.39,13.70,0
17.35,16.09,15.39,13.70,13.62,0
16.09,15.39,13.70,13.62,12.73,0
15.39,13.70,13.62,12.73,10.94,0
13.70,13.62,12.73,10.94,10.27,0
13.62,12.73,10.94,10.27,8.71,0
12.73,10.94,10.27,8.71,10.47,0
10.94,10.27,8.71,10.47,11.11,0
10.27,8.71,10.47,11.11,11.34,0
8.71,10.47,11.11,11.34,12.73,0
10.47,11.11,11.34,12.73,13.58,0
11.11,11.34,12.73,13.58,13.65,0
11.34,12.73,13.58,13.65,15.42,0
12.73,13.58,13.65,15.42,16.90,0
13.58,13.65,15.42,16.90,17.78,0
13.65,15.42,16.90,17.78,17.60,0
15.42,16.90,17.78,17.60,17.16,0
16.90,17.78,17.60,17.16,15.83,0
17.78,17.60,17.16,15.83,15.63,0
17.60,17.16,15.83,15.63,14.17,0
17.16,15.83,15.63,14.17,13.02,0
15.83,15.63,14.17,13.02,12.76,0
15.63,14.17,13.02,12.76,12.38,0
14.17,13.02,12.76,12.38,12.07,0
13.02,12.76,12.38,12.07,11.43,0
12.76,12.38,12.07,11.43,11.23,0
12.38,12.07,11.43,11.23,10.19,0
12.07,11.43,11.23,10.19,9.77,0
11.43,11.23,10.19,9.77,11.19,0
11.23,10.19,9.77,11.19,12.19,0
10.19,9.77,11.19,12.19,12.33,0
9.77,11.19,12.19,12.33,12.74,0
11.19,12.19,12.33,12.74,14.32,0
12.19,12.33,12.74,14.32,15.13,0
12.33,12.74,14.32,15.13,15.14,0
12.74,14.32,15.13,15.14,16.53,0
14.32,15.13,15.14,16.53,17.00,0
15.13,15.14,16.53,17.00,16.96,0
15.14,16.53,17.00,16.96,15.43,0
16.53,17.00,16.96,15.43,14.56,0
17.00,16.96,15.43,14.56,13.41,0
16.96,15.43,14.56,13.41,12.82,0
15.43,14.56,13.41,12.82,12.16,0
14.56,13.41,12.82,12.16,11.93,0
13.41,12.82,12.16,11.93,10.04,0
12.82,12.16,11.93,10.04,9.83,0
12.16,11.93,10.04,9.83,10.90,0
11.93,10.04,9.83,10.90,11.71,0
10.04,9.83,10.90,11.71,12.42,0
9.83,10.90,11.71,12.42,13.63,0
10.90,11.71,12.42,13.63,14.79,0
11.71,12.42,13.63,14.79,16.73,0
12.42,13.63,14.79,16.73,17.36,0
13.63,14.79,16.73,17.36,15.88,0
14.79,16.73,17.36,15.88,13.95,0
16.73,17.36,15.88,13.95,13.52,0
17.36,15.88,13.95,13.52,12.91,0
15.88,13.95,13.52,12.91,12.21,0
13.95,13.52,12.91,12.21,10.94,0
13.52,12.91,12.21,10.94,10.28,0
12.91,12.21,10.94,10.28,9.47,0
12.21,10.94,10.28,9.47,10.12,0
10.94,10.28,9.47,10.12,11.03,0
10.28,9.47,10.12,11.03,11.18,0
9.47,10.12,11.03,11.18,11.93,0
10.12,11.03,11.18,11.93,13.48,0
11.03,11.18,11.93,13.48,14.86,0
11.18,11.93,13.48,14.86,14.97,0
11.93,13.48,14.86,14.97,16.42,0
13.48,14.86,14.97,16.42,17.16,0
14.86,14.97,16.42,17.16,16.41,0
14.97,16.42,17.16,16.41,16.10,0
16.42,17.16,16.41,16.10,14.86,0
17.16,16.41,16.10,14.86,13.09,0
16.41,16.10,14.86,13.09,12.82,0
16.10,14.86,13.09,12.82,11.52,0
14.86,13.09,12.82,11.52,10.45,0
13.09,12.82,11.52,10.45,9.49,0
12.82,11.52,10.45,9.49,9.68,0
11.52,10.45,9.49,9.68,10.12,0
10.45,9.49,9.68,10.12,10.74,0
9.49,9.68,10.12,10.74,11.32,0
9.68,10.12,10.74,11.32,12.61,0
10.12,10.74,11.32,12.61,14.36,0
10.74,11.32,12.61,14.36,16.02,0
11.32,12.61,14.36,16.02,17.31,0
12.61,14.36,16.02,17.31,16.10,0
14.36,16.02,17.31,16.10,15.19,0
16.02,17.31,16.10,15.19,13.70,0
17.31,16.10,15.19,13.70,12.17,0
16.10,15.19,13.70,12.17,11.27,0
15.19,13.70,12.17,11.27,10.23,0
13.70,12.17,11.27,10.23,9.74,0
12.17,11.27,10.23,9.74,11.02,0
11.27,10.23,9.74,11.02,11.93,0
10.23,9.74,11.02,11.93,11.99,0
9.74,11.02,11.93,11.99,12.91,0
11.02,11.93,11.99,12.91,14.31,0
11.93,11.99,12.91,14.31,14.96,0
11.99,12.91,14.31,14.96,16.10,0
12.91,14.31,14.96,16.10,16.45,0
14.31,14.96,16.10,16.45,16.78,0
14.96,16.10,16.45,16.78,17.42,0
16.10,16.45,16.78,17.42,16.23,0
16.45,16.78,17.42,16.23,14.71,0
16.78,17.42,16.23,14.71,14.47,0
17.42,16.23,14.71,14.47,12.84,0
16.23,14.71,14.47,12.84,11.38,0
14.71,14.47,12.84,11.38,9.80,0
14.47,12.84,11.38,9.80,11.17,0
12.84,11.38,9.80,11.17,13.02,0
11.38,9.80,11.17,13.02,14.78,0
9.80,11.17,13.02,14.78,14.96,0
11.17,13.02,14.78,14.96,15.29,0
13.02,14.78,14.96,15.29,15.69,0
14.78,14.96,15.29,15.69,17.27,0
14.96,15.29,15.69,17.27,16.00,0
15.29,15.69,17.27,16.00,15.96,0
15.69,17.27,16.00,15.96,14.53,0
17.27,16.00,15.96,14.53,12.88,0
16.00,15.96,14.53,12.88,11.05,0
15.96,14.53,12.88,11.05,10.69,0
14.53,12.88,11.05,10.69,10.28,0
12.88,11.05,10.69,10.28,9.58,0
11.05,10.69,10.28,9.58,11.26,0
10.69,10.28,9.58,11.26,12.65,0
10.28,9.58,11.26,12.65,13.40,0
9.58,11.26,12.65,13.40,13.81,0
11.26,12.65,13.40,13.81,14.80,0
12.65,13.40,13.81,14.80,15.49,0
13.40,13.81,14.80,15.49,17.46,0
13.81,14.80,15.49,17.46,16.79,0
14.80,15.49,17.46,16.79,16.52,0
15.49,17.46,16.79,16.52,15.06,0
17.46,16.79,16.52,15.06,14.37,0
16.79,16.52,15.06,14.37,13.67,0
16.52,15.06,14.37,13.67,12.12,0
15.06,14.37,13.67,12.12,27.71,1
14.37,13.67,12.12,27.71,9.38,0
13.67,12.12,27.71,9.38,10.24,0
12.12,27.71,9.38,10.24,10.44,0
27.71,9.38,10.24,10.44,12.16,0
9.38,10.24,10.44,12.16,12.55,0
10.24,10.44,12.16,12.55,13.17,0
10.44,12.16,12.55,13.17,13.44,0
12.16,12.55,13.17,13.44,13.56,0
12.55,13.17,13.44,13.56,14.26,0
13.17,13.44,13.56,14.26,15.25,0
13.44,13.56,14.26,15.25,15.86,0
13.56,14.26,15.25,15.86,17.55,0
14.26,15.25,15.86,17.55,15.80,0
15.25,15.86,17.55,15.80,15.00,0
15.86,17.55,15.80,15.00,13.14,0
17.55,15.80,15.00,13.14,11.54,0
15.80,15.00,13.14,11.54,11.39,0
15.00,13.14,11.54,11.39,10.56,0
13.14,11.54,11.39,10.56,10.39,0
11.54,11.39,10.56,10.39,8.53,0
11.39,10.56,10.39,8.53,9.47,0
10.56,10.39,8.53,9.47,10.58,0
10.39,8.53,9.47,10.58,12.08,0
8.53,9.47,10.58,12.08,12.98,0
9.47,10.58,12.08,12.98,14.88,0
10.58,12.08,12.98,14.88,15.75,0
12.08,12.98,14.88,15.75,16.19,0
12.98,14.88,15.75,16.19,17.71,0
14.88,15.75,16.19,17.71,16.96,0
15.75,16.19,17.71,16.96,16.49,0
16.19,17.71,16.96,16.49,16.35,0
17.71,16.96,16.49,16.35,15.69,0
16.96,16.49,16.35,15.69,14.19,0
16.49,16.35,15.69,14.19,13.49,0
16.35,15.69,14.19,13.49,11.49,0
15.69,14.19,13.49,11.49,10.26,0
14.19,13.49,11.49,10.26,9.91,0
13.49,11.49,10.26,9.91,10.37,0
11.49,10.26,9.91,10.37,12.24,0
10.26,9.91,10.37,12.24,12.98,0
9.91,10.37,12.24,12.98,14.52,0
10.37,12.24,12.98,14.52,14.65,0
12.24,12.98,14.52,14.65,15.63,0
12.98,14.52,14.65,15.63,17.44,0
14.52,14.65,15.63,17.44,16.23,0
14.65,15.63,17.44,16.23,15.41,0
15.63,17.44,16.23,15.41,15.00,0
17.44,16.23,15.41,15.00,13.55,0
16.23,15.41,15.00,13.55,12.94,0
15.41,15.00,13.55,12.94,11.40,0
15.00,13.55,12.94,11.40,11.05,0
13.55,12.94,11.40,11.05,10.57,0
12.94,11.40,11.05,10.57,10.11,0
11.40,11.05,10.57,10.11,9.07,0
11.05,10.57,10.11,9.07,9.33,0
10.57,10.11,9.07,9.33,10.53,0
10.11,9.07,9.33,10.53,12.18,0
9.07,9.33,10.53,12.18,13.06,0
9.33,10.53,12.18,13.06,13.32,0
10.53,12.18,13.06,13.32,13.82,0
12.18,13.06,13.32,13.82,15.52,0
13.06,13.32,13.82,15.52,17.03,0
13.32,13.82,15.52,17.03,16.93,0
13.82,15.52,17.03,16.93,16.22,0
15.52,17.03,16.93,16.22,15.82,0
17.03,16.93,16.22,15.82,15.23,0
16.93,16.22,15.82,15.23,13.34,0
16.22,15.82,15.23,13.34,12.46,0
15.82,15.23,13.34,12.46,11.20,0
15.23,13.34,12.46,11.20,10.13,0
13.34,12.46,11.20,10.13,10.02,0
12.46,11.20,10.13,10.02,9.28,0
11.20,10.13,10.02,9.28,10.80,0
10.13,10.02,9.28,10.80,12.30,0
10.02,9.28,10.80,12.30,13.86,0
9.28,10.80,12.30,13.86,15.44,0
10.80,12.30,13.86,15.44,16.70,0
12.30,13.86,15.44,16.70,18.51,0
13.86,15.44,16.70,18.51,17.01,0
15.44,16.70,18.51,17.01,16.94,0
16.70,18.51,17.01,16.94,16.13,0
18.51,17.01,16.94,16.13,15.52,0
17.01,16.94,16.13,15.52,14.75,0
16.94,16.13,15.52,14.75,13.86,0
16.13,15.52,14.75,13.86,12.31,0
15.52,14.75,13.86,12.31,11.31,0
14.75,13.86,12.31,11.31,10.89,0
13.86,12.31,11.31,10.89,10.86,0
12.31,11.31,10.89,10.86,9.22,0
11.31,10.89,10.86,9.22,10.38,0
10.89,10.86,9.22,10.38,11.30,0
10.86,9.22,10.38,11.30,11.59,0
9.22,10.38,11.30,11.59,13.06,0
10.38,11.30,11.59,13.06,14.08,0
11.30,11.59,13.06,14.08,14.21,0
11.59,13.06,14.08,14.21,15.53,0
13.06,14.08,14.21,15.53,16.73,0
14.08,14.21,15.53,16.73,17.26,0
14.21,15.53,16.73,17.26,16.42,0
15.53,16.73,17.26,16.42,15.52,0
16.73,17.26,16.42,15.52,14.15,0
17.26,16.42,15.52,14.15,13.23,0
16.42,15.52,14.15,13.23,11.67,0
15.52,14.15,13.23,11.67,10.97,0
14.15,13.23,11.67,10.97,9.33,0
13.23,11.67,10.97,9.33,10.60,0
11.67,10.97,9.33,10.60,11.60,0
10.97,9.33,10.60,11.60,11.98,0
9.33,10.60,11.60,11.98,13.06,0
10.60,11.60,11.98,13.06,14.85,0
11.60,11.98,13.06,14.85,15.40,0
11.98,13.06,14.85,15.40,15.98,0
13.06,14.85,15.40,15.98,16.49,0
14.85,15.40,15.98,16.49,17.16,0
15.40,15.98,16.49,17.16,16.36,0
15.98,16.49,17.16,16.36,16.12,0
16.49,17.16,16.36,16.12,15.97,0
17.16,16.36,16.12,15.97,15.44,0
16.36,16.12,15.97,15.44,14.25,0
16.12,15.97,15.44,14.25,13.87,0
15.97,15.44,14.25,13.87,12.36,0
15.44,14.25,13.87,12.36,11.52,0
14.25,13.87,12.36,11.52,9.70,0
13.87,12.36,11.52,9.70,10.21,0
12.36,11.52,9.70,10.21,11.80,0
11.52,9.70,10.21,11.80,12.57,0
9.70,10.21,11.80,12.57,13.33,0
10.21,11.80,12.57,13.33,14.27,0
11.80,12.57,13.33,14.27,16.13,0
12.57,13.33,14.27,16.13,17.29,0
13.33,14.27,16.13,17.29,16.31,0
14.27,16.13,17.29,16.31,16.06,0
16.13,17.29,16.31,16.06,15.17,0
17.29,16.31,16.06,15.17,13.79,0
16.31,16.06,15.17,13.79,12.66,0
16.06,15.17,13.79,12.66,11.40,0
15.17,13.79,12.66,11.40,11.39,0
13.79,12.66,11.40,11.39,9.68,0
12.66,11.40,11.39,9.68,11.34,0
11.40,11.39,9.68,11.34,11.69,0
11.39,9.68,11.34,11.69,11.73,0
9.68,11.34,11.69,11.73,12.67,0
11.34,11.69,11.73,12.67,14.24,0
11.69,11.73,12.67,14.24,14.78,0
11.73,12.67,14.24,14.78,15.90,0
12.67,14.24,14.78,15.90,17.66,0
14.24,14.78,15.90,17.66,17.29,0
14.78,15.90,17.66,17.29,17.03,0
15.90,17.66,17.29,17.03,16.16,0
17.66,17.29,17.03,16.16,14.88,0
17.29,17.03,16.16,14.88,13.43,0
17.03,16.16,14.88,13.43,13.06,0
16.16,14.88,13.43,13.06,12.32,0
14.88,13.43,13.06,12.32,10.68,0
13.43,13.06,12.32,10.68,8.77,0
13.06,12.32,10.68,8.77,9.12,0
12.32,10.68,8.77,9.12,9.27,0
10.68,8.77,9.12,9.27,10.61,0
8.77,9.12,9.27,10.61,12.22,0
9.12,9.27,10.61,12.22,14.04,0
9.27,10.61,12.22,14.04,15.35,0
10.61,12.22,14.04,15.35,15.90,0
12.22,14.04,15.35,15.90,16.64,0
14.04,15.35,15.90,16.64,16.96,0
15.35,15.90,16.64,16.96,17.69,0
15.90,16.64,16.96,17.69,16.71,0
16.64,16.96,17.69,16.71,15.32,0
16.96,17.69,16.71,15.32,13.81,0
17.69,16.71,15.32,13.81,12.52,0
16.71,15.32,13.81,12.52,11.95,0
15.32,13.81,12.52,11.95,11.44,0
13.81,12.52,11.95,11.44,9.63,0
12.52,11.95,11.44,9.63,10.72,0
11.95,11.44,9.63,10.72,11.84,0
11.44,9.63,10.72,11.84,13.05,0
9.63,10.72,11.84,13.05,14.69,0
10.72,11.84,13.05,14.69,15.00,0
11.84,13.05,14.69,15.00,16.85,0
13.05,14.69,15.00,16.85,17.46,0
14.69,15.00,16.85,17.46,15.72,0
15.00,16.85,17.46,15.72,14.65,0
16.85,17.46,15.72,14.65,12.81,0
17.46,15.72,14.65,12.81,10.90,0
15.72,14.65,12.81,10.90,9.42,0
14.65,12.81,10.90,9.42,11.14,0
12.81,10.90,9.42,11.14,11.16,0
10.90,9.42,11.14,11.16,12.02,0
9.42,11.14,11.16,12.02,12.47,0
11.14,11.16,12.02,12.47,12.93,0
11.16,12.02,12.47,12.93,12.99,0
12.02,12.47,12.93,12.99,13.24,0
12.47,12.93,12.99,13.24,14.46,0
12.93,12.99,13.24,14.46,14.89,0
12.99,13.24,14.46,14.89,15.18,0
13.24,14.46,14.89,15.18,16.52,0
14.46,14.89,15.18,16.52,18.49,0
14.89,15.18,16.52,18.49,18.34,0
15.18,16.52,18.49,18.34,16.73,0
16.52,18.49,18.34,16.73,15.73,0
18.49,18.34,16.73,15.73,37.90,1
18.34,16.73,15.73,37.90,13.31,0
16.73,15.73,37.90,13.31,12.43,0
15.73,37.90,13.31,12.43,11.90,0
37.90,13.31,12.43,11.90,10.85,0
13.31,12.43,11.90,10.85,10.24,0
12.43,11.90,10.85,10.24,9.46,0
11.90,10.85,10.24,9.46,10.52,0
10.85,10.24,9.46,10.52,11.67,0
10.24,9.46,10.52,11.67,13.31,0
9.46,10.52,11.67,13.31,14.85,0
10.52,11.67,13.31,14.85,15.73,0
11.67,13.31,14.85,15.73,17.09,0
13.31,14.85,15.73,17.09,16.86,0
14.85,15.73,17.09,16.86,16.37,0
15.73,17.09,16.86,16.37,15.11,0
17.09,16.86,16.37,15.11,14.05,0
16.86,16.37,15.11,14.05,13.74,0
16.37,15.11,14.05,13.74,12.04,0
15.11,14.05,13.74,12.04,11.47,0
14.05,13.74,12.04,11.47,11.28,0
13.74,12.04,11.47,11.28,9.53,0
12.04,11.47,11.28,9.53,9.63,0
11.47,11.28,9.53,9.63,10.78,0
11.28,9.53,9.63,10.78,10.80,0
9.53,9.63,10.78,10.80,11.84,0
9.63,10.78,10.80,11.84,13.72,0
10.78,10.80,11.84,13.72,14.50,0
10.80,11.84,13.72,14.50,16.33,0
11.84,13.72,14.50,16.33,18.22,0
13.72,14.50,16.33,18.22,16.34,0
14.50,16.33,18.22,16.34,15.40,0
16.33,18.22,16.34,15.40,14.90,0
18.22,16.34,15.40,14.90,12.94,0
16.34,15.40,14.90,12.94,12.05,0
15.40,14.90,12.94,12.05,10.26,0
14.90,12.94,12.05,10.26,10.22,0
12.94,12.05,10.26,10.22,8.53,0
12.05,10.26,10.22,8.53,10.42,0
10.26,10.22,8.53,10.42,12.35,0
10.22,8.53,10.42,12.35,12.69,0
8.53,10.42,12.35,12.69,13.82,0
10.42,12.35,12.69,13.82,15.61,0
12.35,12.69,13.82,15.61,17.00,0
12.69,13.82,15.61,17.00,17.56,0
13.82,15.61,17.00,17.56,16.99,0
